id,is_participant,contribution_level,primary_barrier,initial_trust,loss_tolerance,weight_strong_tie,weight_weak_tie,weight_authority,weight_public,herding_threshold,reg_sensitivity,age,gender,income_level,education
345,0,0.0,Policy,0.7,0.05,0.4,0.7,1.0,0.7,0.6,1,D,0,43,男
346,0,0.0,Liquidity,0.6,0.05,0.7,0.4,0.4,0.7,0.2,1,D,0,35,男
347,1,1.0,None,0.4,0.05,0.4,0.7,0.4,0.2,0.2,-1,D,0,34,女
348,0,0.0,Yield,0.3,0.05,0.7,0.4,0.2,0.7,0.2,-1,D,0,29,女
349,1,1.0,None,0.4,0.05,0.2,0.4,0.7,0.7,0.2,-1,D,0,32,女
350,1,0.1,None,0.8,0.03,1.0,0.7,0.7,0.4,0.6,1,D,0,35,男
351,0,0.0,Liquidity,0.7,0.05,0.2,0.4,0.7,0.2,0.6,1,D,0,41,女
352,1,1.0,None,0.8,0.05,0.4,0.4,0.7,0.4,0.8,1,D,0,30,男
353,0,0.0,Liquidity,0.5,0.05,0.2,0.4,1.0,0.7,0.2,1,D,0,44,男
354,1,1.0,None,1.0,0.05,0.4,0.7,1.0,0.4,0.6,1,D,0,38,女
355,1,1.0,None,0.2,0.05,0.4,0.7,1.0,0.7,0.6,-1,D,0,30,男
356,0,0.0,Yield,0.2,0.03,0.7,0.7,0.4,0.7,0.6,0,D,0,29,女
357,1,1.0,None,0.9,0.05,0.7,0.7,1.0,1.0,0.6,1,D,0,38,男
358,0,0.0,Liquidity,0.2,0.05,0.2,0.4,0.7,1.0,0.2,1,D,0,22,男
359,1,1.0,None,0.6,0.05,0.4,0.0,0.7,1.0,0.6,-1,D,0,26,男
360,1,1.0,None,0.4,0.05,0.4,0.2,0.4,0.2,0.2,-1,D,0,38,男
361,0,0.0,Yield,0.2,0.05,0.4,0.7,0.2,0.7,0.8,-1,D,0,26,男
362,1,1.0,None,1.0,0.05,1.0,0.7,0.7,1.0,0.6,-1,D,0,36,男
363,1,1.0,None,0.6,0.05,0.4,0.7,0.7,0.7,0.0,1,D,0,49,男
364,1,0.1,None,0.5,0.05,0.2,0.2,0.4,0.4,0.6,0,D,0,38,男
365,1,1.0,None,1.0,0.03,0.4,0.4,1.0,0.7,0.8,-1,D,0,30,男
366,1,1.0,None,0.9,0.03,0.7,0.7,1.0,0.4,0.6,-1,D,0,37,男
367,1,1.0,None,0.9,0.05,0.4,0.4,0.7,1.0,0.2,-1,D,0,35,女
368,0,0.0,Info,0.4,0.05,0.7,1.0,0.7,0.7,0.6,-1,D,0,25,女
369,1,1.0,None,0.6,0.05,0.4,0.7,1.0,0.7,0.6,1,D,0,34,男
370,0,0.0,Policy,0.5,0.05,0.7,0.4,0.7,0.7,0.6,1,D,0,22,男
371,0,0.0,Yield,0.3,0.05,0.7,0.7,0.4,0.4,0.6,1,D,0,30,男
372,0,0.0,Liquidity,0.5,0.05,0.7,0.4,1.0,0.7,0.8,-1,D,0,39,女
373,1,1.0,None,0.5,0.03,0.2,0.4,0.4,0.4,0.0,1,D,0,38,女
374,0,0.0,Liquidity,0.3,0.05,0.7,0.7,1.0,0.7,0.6,-1,D,0,33,男
375,1,0.1,None,0.1,0.03,0.2,0.7,0.2,0.4,0.2,-1,D,0,40,男
376,1,1.0,None,0.8,0.03,0.7,0.7,1.0,1.0,0.6,-1,D,0,45,男
377,0,0.0,Info,0.4,0.05,0.2,0.4,1.0,0.7,0.6,-1,D,0,38,女
378,1,1.0,None,0.8,0.05,0.7,0.7,0.7,0.7,0.0,0,D,0,34,男
379,1,0.1,None,0.6,0.03,0.2,0.2,0.4,0.2,0.6,1,D,0,27,男
380,1,1.0,None,1.0,0.05,0.7,0.7,1.0,0.7,0.0,1,D,0,55,男
381,0,0.0,Yield,0.3,0.05,0.7,0.7,0.7,0.4,0.2,-1,D,0,31,女
382,0,0.0,Policy,0.3,0.05,0.4,0.2,0.7,0.4,0.8,1,D,0,30,女
383,0,0.0,Yield,0.8,0.05,0.7,0.4,0.7,0.7,0.2,-1,D,0,27,女
384,1,1.0,None,0.9,0.03,0.7,0.7,1.0,0.7,0.6,1,D,0,47,男
385,1,1.0,None,1.0,0.03,0.7,0.4,1.0,1.0,0.8,1,D,0,32,男
386,0,0.0,Yield,0.3,0.05,0.4,0.7,1.0,0.4,0.6,-1,D,0,34,女
387,1,1.0,None,0.6,0.05,0.7,0.7,0.7,0.7,0.6,-1,D,0,45,男
388,1,1.0,None,0.5,0.03,0.7,0.7,1.0,0.4,0.6,1,D,0,39,女
389,0,0.0,Liquidity,0.3,0.05,0.2,0.4,0.7,0.4,0.2,-1,D,0,32,女
390,1,1.0,None,1.0,0.05,0.0,0.2,1.0,0.4,0.6,-1,D,0,35,女
391,1,1.0,None,0.3,0.03,0.4,0.4,0.2,0.4,0.2,1,D,0,35,女
392,1,1.0,None,0.8,0.05,0.4,0.4,0.7,0.7,0.8,1,D,0,35,男
393,1,1.0,None,0.9,0.03,0.2,0.2,0.7,0.4,0.2,-1,D,0,33,男
394,0,0.0,Liquidity,0.3,0.05,0.4,0.2,0.7,0.4,0.2,-1,D,0,35,女
395,1,1.0,None,0.8,0.03,0.7,0.4,0.7,0.7,0.2,-1,D,0,30,女
396,1,1.0,None,1.0,0.03,1.0,0.7,0.7,0.4,0.8,-1,D,0,36,男
397,0,0.0,Liquidity,0.4,0.05,0.7,0.7,0.7,0.4,0.6,-1,D,0,35,男
398,0,0.0,Liquidity,0.5,0.03,0.2,0.7,1.0,0.7,0.6,-1,D,0,21,女
399,1,1.0,None,1.0,0.03,0.4,0.7,1.0,1.0,0.6,1,D,0,35,女
400,1,1.0,None,0.8,0.05,0.7,1.0,1.0,1.0,0.6,-1,D,0,24,男
401,1,1.0,None,0.8,0.05,0.7,0.4,0.4,0.4,0.6,-1,D,0,34,女
402,0,0.0,Policy,0.5,0.05,0.7,0.7,0.4,0.4,0.8,0,D,0,28,女
403,1,0.1,None,0.2,0.05,0.4,0.2,0.2,0.2,0.0,-1,D,0,43,女
404,0,0.0,Info,0.8,0.03,1.0,0.7,0.4,0.7,0.2,1,D,0,22,男
405,0,0.0,Liquidity,0.7,0.05,0.4,0.2,1.0,0.7,0.8,0,D,0,28,女
406,1,1.0,None,0.7,0.05,0.2,0.2,0.7,0.4,0.8,-1,D,0,25,女
407,1,1.0,None,0.7,0.05,0.7,0.4,1.0,0.7,0.2,-1,D,0,50,女
408,1,1.0,None,0.3,0.03,1.0,0.2,0.7,0.4,0.6,-1,D,0,25,男
410,0,0.0,Yield,0.3,0.05,0.2,0.4,0.7,0.4,0.2,-1,D,0,34,男
411,1,1.0,None,0.7,0.05,0.4,0.7,0.7,1.0,0.6,-1,D,0,28,女
412,0,0.0,Policy,0.7,0.03,0.4,0.4,1.0,0.7,0.2,-1,D,0,36,女
413,1,1.0,None,0.6,0.05,0.7,0.4,0.7,1.0,0.2,-1,D,0,29,男
414,0,0.0,Policy,0.3,0.03,0.7,0.2,0.4,0.7,0.2,1,D,0,22,女
415,0,0.0,Yield,0.7,0.05,0.7,0.4,0.4,0.7,0.2,0,D,0,40,男
416,0,0.0,Liquidity,0.5,0.05,0.7,0.7,0.7,0.7,0.6,1,D,0,27,女
417,0,0.0,Liquidity,0.7,0.05,0.2,0.0,0.0,0.0,0.8,1,D,0,25,女
418,1,0.1,None,0.4,0.05,0.7,1.0,0.4,1.0,0.2,1,D,0,28,男
419,1,0.1,None,0.4,0.05,0.4,0.2,0.4,0.4,0.2,-1,D,0,40,女
420,0,0.0,Other,0.5,0.05,0.7,0.4,0.7,0.7,0.2,-1,D,0,22,男
421,0,0.0,Liquidity,0.1,0.05,0.2,0.4,0.0,0.2,0.0,0,D,0,26,男
422,0,0.0,Info,0.6,0.05,0.7,0.4,1.0,0.7,0.6,1,D,0,20,女
423,0,0.0,Liquidity,0.7,0.03,0.7,0.7,1.0,0.7,0.2,-1,D,0,47,男
424,1,1.0,None,1.0,0.05,0.2,0.0,0.2,0.2,0.8,-1,D,0,28,男
425,1,1.0,None,0.8,0.03,0.7,0.7,0.7,0.7,0.6,-1,D,0,25,女
426,1,0.1,None,0.5,0.05,0.7,0.7,0.7,0.7,0.6,-1,D,0,26,男
427,0,0.0,Info,0.5,0.05,0.4,0.4,0.7,0.7,0.6,1,D,0,45,男
428,1,1.0,None,1.0,0.03,0.7,1.0,1.0,0.7,0.2,1,D,0,39,男
429,0,0.0,Liquidity,0.4,0.05,0.4,0.4,1.0,0.7,0.2,-1,D,0,68,男
430,1,1.0,None,0.8,0.03,0.4,0.4,1.0,0.7,0.2,1,D,0,29,女
431,1,0.1,None,0.6,0.05,0.7,0.4,0.7,0.7,0.6,1,D,0,28,女
432,0,0.0,Liquidity,0.7,0.05,0.7,0.4,0.4,0.7,0.0,1,D,0,22,女
433,1,1.0,None,0.8,0.03,0.7,0.4,0.4,0.7,0.2,1,D,0,26,女
434,1,0.1,None,0.1,0.05,0.4,0.7,0.7,0.7,0.6,1,D,0,41,女
435,0,0.0,Yield,0.7,0.05,0.7,1.0,0.7,1.0,0.8,1,D,0,20,女
436,0,0.0,Yield,0.7,0.05,0.2,0.4,1.0,0.7,0.6,1,D,0,32,女
437,0,0.0,Liquidity,0.2,0.05,0.7,0.4,1.0,0.4,0.2,1,D,0,20,女
438,0,0.0,Liquidity,0.8,0.05,0.7,0.4,0.7,1.0,0.2,-1,D,0,35,男
439,0,0.0,Info,0.5,0.05,0.2,0.0,0.2,0.0,0.0,0,D,0,38,男
440,0,0.0,Yield,0.3,0.05,0.7,0.2,0.7,0.4,0.2,1,D,0,26,女
441,1,0.1,None,0.9,0.03,0.7,0.7,1.0,0.7,0.2,-1,D,0,40,男
442,0,0.0,Liquidity,0.5,0.05,0.7,0.2,1.0,0.4,0.6,-1,D,0,25,女
443,1,1.0,None,0.3,0.05,0.7,0.4,0.2,0.4,0.2,1,D,0,23,男
444,1,1.0,None,0.7,0.05,0.7,0.4,0.7,0.4,0.6,1,D,0,37,女
445,1,0.1,None,0.6,0.05,0.7,0.7,0.4,0.7,0.0,-1,D,0,43,女
446,0,0.0,Policy,0.7,0.03,0.4,0.2,0.7,0.7,0.6,0,D,0,20,女
447,0,0.0,Liquidity,0.8,0.05,0.7,0.7,0.4,0.7,0.2,0,D,0,31,女
448,0,0.0,Info,0.3,0.05,0.7,0.4,1.0,0.7,0.8,-1,D,0,26,其他/不愿透露
449,1,1.0,None,0.8,0.03,0.7,0.7,0.4,0.4,0.6,1,D,0,35,男
450,1,1.0,None,0.8,0.03,0.2,0.2,1.0,0.7,0.2,1,D,0,32,男
451,0,0.0,Liquidity,0.0,0.05,0.4,0.4,0.4,0.4,0.0,1,D,0,34,男
452,1,1.0,None,0.8,0.05,0.7,0.2,1.0,0.4,0.6,1,D,0,29,女
453,0,0.0,Yield,0.7,0.05,0.7,0.4,1.0,0.7,0.6,0,D,0,20,女
454,0,0.0,Liquidity,0.5,0.05,0.2,0.2,0.7,0.4,0.6,-1,D,0,33,女
455,1,1.0,None,0.8,0.03,0.7,0.2,1.0,0.4,0.2,1,D,0,42,男
456,1,1.0,None,1.0,0.05,0.2,0.4,0.7,0.7,0.8,-1,D,0,30,女
457,0,0.0,Liquidity,0.4,0.05,0.2,0.4,0.4,0.2,0.6,1,D,0,31,女
458,1,1.0,None,0.4,0.05,0.7,0.4,1.0,0.4,0.8,1,D,0,20,女
459,1,1.0,None,0.7,0.05,0.7,0.7,0.7,0.7,0.2,-1,D,0,32,女
460,0,0.0,Yield,0.7,0.05,0.7,0.4,1.0,0.7,0.0,-1,D,0,29,男
461,1,1.0,None,0.9,0.05,0.4,0.7,0.7,0.7,0.6,1,D,0,33,男
462,0,0.0,Liquidity,0.0,0.05,1.0,0.0,0.7,1.0,0.0,0,D,0,26,女
463,0,0.0,Liquidity,0.4,0.05,1.0,0.4,0.7,0.7,0.2,-1,D,0,32,女
464,1,0.1,None,0.4,0.03,0.7,0.4,1.0,0.4,0.2,-1,D,0,31,女
467,1,1.0,None,0.8,0.03,0.7,0.4,0.7,0.7,0.2,1,D,0,32,女
468,1,1.0,None,0.9,0.05,0.7,0.4,0.4,0.7,0.2,-1,D,0,28,女
469,1,1.0,None,0.6,0.05,0.7,0.4,0.7,0.4,0.2,-1,D,0,42,男
470,1,1.0,None,1.0,0.05,0.7,0.7,1.0,0.7,0.2,1,D,0,46,女
471,1,1.0,None,0.5,0.05,0.7,0.7,1.0,0.4,0.0,1,D,0,52,男
472,0,0.0,Liquidity,0.5,0.05,0.7,0.7,1.0,1.0,0.6,1,D,0,31,女
473,1,1.0,None,0.8,0.05,0.4,0.7,0.7,0.4,0.6,1,D,0,39,男
474,0,0.0,Liquidity,0.4,0.05,0.2,0.7,0.4,1.0,0.2,-1,D,0,48,女
475,1,1.0,None,0.5,0.05,0.4,0.7,0.7,0.4,0.6,-1,D,0,30,女
476,1,1.0,None,1.0,0.03,0.4,0.2,1.0,0.4,0.6,1,D,0,35,女
477,1,1.0,None,0.5,0.05,0.7,0.4,0.2,1.0,0.2,-1,D,0,34,男
478,1,1.0,None,1.0,0.05,0.7,0.7,1.0,1.0,0.6,-1,D,0,38,女
479,1,1.0,None,0.9,0.05,0.7,0.7,1.0,0.7,0.8,1,D,0,40,女
480,1,1.0,None,1.0,0.03,0.4,0.7,0.2,0.7,0.0,-1,D,0,36,女
481,1,1.0,None,0.7,0.03,0.4,0.4,0.7,0.7,0.6,1,D,0,32,男
482,1,1.0,None,0.8,0.05,0.7,0.4,1.0,0.7,0.8,-1,D,0,60,男
483,0,0.0,Liquidity,0.6,0.03,0.7,1.0,0.7,0.7,0.6,-1,D,0,22,男
484,1,1.0,None,0.9,0.03,0.0,0.2,0.2,0.4,0.6,1,D,0,35,男
485,1,1.0,None,0.9,0.03,0.7,1.0,1.0,0.7,0.6,1,D,0,28,男
486,1,1.0,None,0.7,0.05,0.7,0.7,1.0,0.7,0.2,-1,D,0,36,男
487,0,0.0,Yield,0.5,0.05,0.7,0.4,0.7,0.4,0.8,1,D,0,24,女
488,1,0.1,None,0.7,0.05,0.2,0.4,0.7,0.7,0.6,-1,D,0,26,男
489,0,0.0,Policy,0.3,0.03,0.4,0.4,1.0,0.7,0.6,1,D,0,34,其他/不愿透露
490,1,1.0,None,1.0,0.05,0.7,0.7,1.0,1.0,0.0,1,D,0,41,男
491,1,0.1,None,0.7,0.05,1.0,0.4,0.2,0.4,0.2,-1,D,0,55,男
492,0,0.0,Policy,0.5,0.05,0.7,0.7,1.0,0.4,0.6,-1,D,0,31,女
493,0,0.0,Policy,0.5,0.03,0.4,0.4,0.7,0.4,0.6,1,D,0,43,女
494,0,0.0,Liquidity,0.4,0.03,1.0,0.7,0.4,0.7,0.8,-1,D,0,43,男
495,1,1.0,None,0.7,0.03,0.4,0.7,1.0,0.7,0.6,1,D,0,45,女
496,1,0.1,None,0.3,0.03,0.4,0.7,0.4,0.7,0.8,-1,D,0,45,男
497,0,0.0,Policy,0.6,0.05,0.7,0.7,1.0,0.7,0.6,1,D,0,36,女
498,1,1.0,None,1.0,0.03,0.7,1.0,0.7,1.0,0.2,1,D,0,45,男
499,1,1.0,None,0.9,0.03,0.7,0.4,0.2,0.2,0.6,1,D,0,30,男
500,1,1.0,None,0.9,0.03,0.4,0.7,0.7,0.7,0.6,1,D,0,52,男
501,1,1.0,None,0.6,0.03,1.0,0.7,0.4,0.4,0.6,0,D,0,36,女
502,0,0.0,Liquidity,0.4,0.05,0.7,0.7,0.4,0.4,0.8,-1,D,0,28,女
503,0,0.0,Liquidity,0.3,0.05,0.4,0.7,0.4,0.4,0.8,-1,D,0,29,男
504,1,1.0,None,0.8,0.03,0.2,0.2,1.0,0.7,0.6,-1,D,0,60,男
505,1,1.0,None,0.8,0.03,0.7,0.7,1.0,0.7,0.6,1,D,0,36,女
506,1,1.0,None,0.9,0.05,0.7,0.7,1.0,1.0,0.8,1,D,0,36,女
507,1,1.0,None,0.5,0.05,0.4,0.2,1.0,0.7,0.0,1,D,0,34,男
508,1,1.0,None,0.6,0.05,0.4,0.4,0.7,0.7,0.6,0,D,0,27,女
509,1,1.0,None,0.8,0.03,0.7,1.0,0.7,0.7,0.2,1,D,0,30,男
510,0,0.0,Liquidity,0.7,0.03,0.7,1.0,0.7,0.4,0.2,-1,D,0,22,女
511,0,0.0,Liquidity,0.6,0.05,0.2,0.4,1.0,0.7,0.2,-1,D,0,22,女
512,0,0.0,Liquidity,0.6,0.05,0.2,0.2,0.4,0.4,0.6,-1,D,0,29,女
513,1,1.0,None,0.7,0.03,0.4,0.4,0.7,0.7,0.6,1,D,0,47,女
514,1,1.0,None,0.2,0.03,0.4,1.0,1.0,0.4,0.6,-1,D,0,25,女
515,1,1.0,None,0.8,0.05,0.7,1.0,0.4,0.7,0.2,1,D,0,30,女
516,1,1.0,None,0.8,0.03,0.7,1.0,1.0,1.0,0.6,-1,D,0,31,女
517,1,1.0,None,0.7,0.05,0.2,0.4,0.7,0.4,0.2,1,D,0,24,男
518,0,0.0,Liquidity,0.5,0.03,0.7,0.7,0.7,0.7,0.6,1,D,0,21,女
519,0,0.0,Liquidity,0.6,0.05,0.2,0.4,0.4,0.7,0.6,-1,D,0,42,男
520,1,1.0,None,0.8,0.05,0.7,1.0,0.7,1.0,0.6,1,D,0,28,女
521,1,1.0,None,0.9,0.03,0.4,0.7,1.0,0.4,0.6,1,D,0,29,女
522,1,1.0,None,0.5,0.03,0.7,0.7,1.0,0.7,0.6,1,D,0,31,女
523,0,0.0,Liquidity,0.5,0.03,0.2,0.0,0.7,0.2,0.6,-1,D,0,35,女
524,0,0.0,Other,0.5,0.05,0.0,0.2,0.2,0.2,0.8,0,D,0,33,男
525,0,0.0,Liquidity,0.3,0.05,0.4,0.2,1.0,0.7,0.6,1,D,0,37,男
526,0,0.0,Liquidity,0.5,0.03,0.7,1.0,1.0,0.7,0.8,-1,D,0,30,女
527,1,1.0,None,0.8,0.03,0.7,1.0,0.7,1.0,0.2,1,D,0,42,女
528,0,0.0,Liquidity,0.4,0.05,0.7,0.4,0.7,0.4,0.6,1,D,0,22,女
529,1,1.0,None,0.8,0.05,0.7,0.7,0.4,0.4,0.2,-1,D,0,38,男
530,1,1.0,None,0.7,0.05,0.4,0.2,1.0,0.7,0.2,1,D,0,34,女
531,1,1.0,None,0.8,0.05,0.4,0.2,0.7,0.4,0.6,1,D,0,28,女
532,0,0.0,Policy,0.1,0.05,0.7,0.4,0.7,0.7,0.6,1,D,0,51,女
533,1,1.0,None,0.7,0.03,0.4,0.7,1.0,0.4,0.6,-1,D,0,28,女
534,0,0.0,Yield,0.5,0.05,0.2,0.2,0.7,0.7,0.8,1,D,0,40,女
535,1,1.0,None,0.9,0.03,0.7,0.4,1.0,0.4,0.8,-1,D,0,58,男
536,1,1.0,None,0.9,0.05,0.2,0.2,0.4,0.7,0.2,1,D,0,38,女
537,0,0.0,Liquidity,0.6,0.05,1.0,0.7,1.0,0.7,0.8,-1,D,0,46,男
538,1,1.0,None,0.5,0.05,0.7,1.0,0.7,0.4,0.6,-1,D,0,26,男
539,0,0.0,Liquidity,0.5,0.05,0.7,0.4,0.7,0.4,0.0,-1,D,0,30,男
540,1,1.0,None,0.8,0.03,0.7,1.0,1.0,0.7,0.6,1,D,0,34,女
541,0,0.0,Yield,0.7,0.03,0.7,1.0,1.0,0.7,0.0,1,D,0,36,男
543,1,1.0,None,1.0,0.05,0.2,0.7,1.0,0.7,0.2,1,D,0,32,女
544,1,1.0,None,0.4,0.03,1.0,1.0,0.7,0.7,0.2,1,D,0,33,女
545,0,0.0,Liquidity,0.6,0.05,0.7,1.0,1.0,0.7,0.6,1,D,0,35,男
546,1,1.0,None,1.0,0.03,0.7,0.7,1.0,0.7,0.0,1,D,0,28,女
547,0,0.0,Policy,0.5,0.05,0.4,0.7,0.7,0.7,0.6,0,D,0,38,女
549,1,1.0,None,1.0,0.03,0.7,0.4,1.0,0.7,0.2,1,D,0,36,女
550,1,1.0,None,0.8,0.03,0.4,0.2,0.7,0.4,0.2,1,D,0,43,男
551,1,1.0,None,0.5,0.05,0.2,0.2,0.4,0.4,0.0,-1,D,0,36,女
552,1,1.0,None,1.0,0.03,1.0,0.7,1.0,0.7,0.8,1,D,0,30,男
553,1,1.0,None,0.8,0.05,0.2,0.4,0.7,0.7,0.2,1,D,0,39,男
554,1,1.0,None,0.9,0.03,0.7,0.7,1.0,0.7,0.2,1,D,0,34,女
555,1,1.0,None,0.8,0.05,0.4,0.7,1.0,0.4,0.0,1,D,0,47,男
556,0,0.0,Info,0.4,0.05,0.4,0.4,0.2,0.2,0.2,-1,D,0,32,女
557,0,0.0,Policy,0.5,0.05,1.0,0.4,0.4,0.0,0.0,1,D,0,34,男
558,0,0.0,Yield,1.0,0.05,0.7,0.0,0.0,0.7,0.6,0,D,0,39,男
559,1,1.0,None,0.8,0.03,0.7,0.4,0.2,0.2,0.6,1,D,0,48,男
560,1,1.0,None,0.6,0.05,0.4,0.4,0.7,0.7,0.2,-1,D,0,40,男
561,1,1.0,None,0.5,0.05,0.2,0.7,0.4,0.0,0.2,0,D,0,36,女
562,1,0.1,None,1.0,0.05,0.7,0.7,1.0,1.0,0.6,1,D,0,32,女
563,0,0.0,Liquidity,0.3,0.05,0.4,0.7,1.0,0.4,0.2,-1,D,0,24,女
564,1,1.0,None,0.5,0.05,0.7,0.7,0.4,0.4,0.2,1,D,0,43,女
565,0,0.0,Yield,0.4,0.05,0.7,0.7,1.0,0.4,0.8,-1,D,0,21,女
566,1,1.0,None,0.7,0.05,0.4,0.4,0.2,0.4,0.0,-1,D,0,34,女
567,1,1.0,None,0.7,0.05,0.7,0.2,0.4,0.7,0.2,-1,D,0,30,男
568,1,1.0,None,1.0,0.03,1.0,0.7,1.0,0.7,0.6,1,D,0,38,男
569,1,1.0,None,0.8,0.05,0.7,0.4,0.4,0.7,0.2,1,D,0,34,女
570,1,1.0,None,0.9,0.05,0.4,0.7,1.0,0.7,0.2,1,D,0,35,女
571,1,1.0,None,0.7,0.05,0.4,0.4,0.7,0.4,0.0,1,D,0,25,男
572,1,1.0,None,0.9,0.03,0.2,0.4,0.7,0.7,0.2,1,D,0,23,女
573,1,1.0,None,0.7,0.05,0.7,1.0,1.0,0.4,0.6,-1,D,0,50,女
574,1,0.1,None,1.0,0.03,0.7,0.7,1.0,0.4,0.2,1,D,0,40,女
575,1,1.0,None,0.9,0.05,0.4,0.7,1.0,0.7,0.6,1,D,0,31,女
576,0,0.0,Yield,0.5,0.05,0.7,0.7,0.7,0.4,0.8,1,D,0,26,女
577,0,0.0,Other,1.0,0.05,0.4,0.4,0.7,0.7,0.0,1,D,0,39,女
578,1,1.0,None,0.5,0.05,0.4,0.7,1.0,0.7,0.2,-1,D,0,28,女
579,1,0.1,None,0.7,0.05,0.7,0.7,1.0,0.4,0.6,-1,D,0,39,女
580,0,0.0,Liquidity,0.6,0.03,0.7,0.4,1.0,0.4,0.6,-1,D,0,34,男
581,1,1.0,None,0.3,0.05,0.4,0.7,1.0,0.4,0.2,1,D,0,41,男
582,1,1.0,None,0.7,0.05,0.4,0.4,0.7,0.7,0.2,-1,D,0,30,男
583,1,1.0,None,0.9,0.03,0.7,0.4,1.0,1.0,0.2,1,D,0,35,女
584,0,0.0,Policy,0.8,0.03,1.0,0.7,0.7,0.7,0.6,1,D,0,53,男
585,0,0.0,Yield,0.5,0.05,1.0,0.7,0.4,0.2,0.0,0,D,0,54,男
586,0,0.0,Liquidity,0.6,0.05,0.4,0.2,0.2,0.2,0.8,0,D,0,30,女
587,1,1.0,None,0.8,0.05,0.4,0.7,0.7,0.7,0.0,1,D,0,51,男
588,1,1.0,None,0.6,0.05,0.4,0.4,1.0,0.7,0.2,1,D,0,36,女
589,1,1.0,None,0.2,0.05,0.0,0.0,0.2,0.2,0.6,-1,D,0,42,女
590,0,0.0,Liquidity,0.6,0.05,0.7,0.7,0.7,0.4,0.6,-1,D,0,39,女
591,1,0.1,None,0.8,0.05,0.7,0.4,0.7,1.0,0.2,-1,D,0,34,男
592,0,0.0,Policy,0.6,0.05,1.0,1.0,0.7,0.7,0.6,-1,D,0,34,男
593,1,1.0,None,0.9,0.03,0.7,0.7,1.0,0.7,0.6,-1,D,0,29,女
594,0,0.0,Liquidity,0.7,0.03,0.7,0.7,1.0,0.7,0.6,-1,D,0,36,男
595,1,0.1,None,0.5,0.03,0.7,0.4,0.7,0.4,0.8,-1,D,0,34,女
596,0,0.0,Policy,0.6,0.03,0.4,0.4,0.7,0.7,0.6,1,D,0,36,女
597,1,1.0,None,0.6,0.05,0.7,0.7,0.4,0.4,0.6,1,D,0,28,女
598,1,1.0,None,1.0,0.05,0.7,0.7,1.0,1.0,0.6,1,D,0,36,男
599,0,0.0,Liquidity,0.8,0.03,0.7,0.7,1.0,0.2,0.6,1,D,0,32,女
600,1,1.0,None,0.7,0.05,1.0,0.7,0.7,0.4,0.2,-1,D,0,33,女
601,1,1.0,None,0.7,0.03,0.4,1.0,0.7,1.0,0.2,1,D,0,36,男
602,1,0.1,None,0.5,0.03,0.7,0.7,1.0,0.4,0.2,-1,D,0,35,女
603,0,0.0,Liquidity,0.7,0.05,0.2,0.4,1.0,0.0,0.6,1,D,0,36,男
